tuoi,thu_nhap_trieu,so_lan_mua_truoc,so_ngay_tu_lan_mua_cuoi,diem_tin_dung,kenh_tiep_can,khu_vuc,mua_hang
54,30.3,7,359,709.0,quang_cao,mien_nam,0
26,36.8,8,202,378.0,goi_dien,mien_trung,0
49,39.1,20,45,514.0,goi_dien,mien_bac,1
23,52.8,11,263,376.0,email,mien_nam,0
18,33.0,9,85,366.0,sms,mien_nam,1
61,50.8,8,182,658.0,quang_cao,mien_trung,0
70,7.2,17,343,339.0,quang_cao,mien_nam,0
44,25.1,13,5,657.0,sms,mien_bac,1
57,46.2,15,232,835.0,goi_dien,mien_bac,1
47,46.3,4,279,516.0,email,mien_trung,0
36,41.7,13,294,364.0,sms,mien_bac,0
65,40.1,19,151,398.0,sms,mien_trung,1
31,25.1,4,39,765.0,sms,mien_trung,1
62,28.8,5,120,340.0,email,mien_bac,0
42,9.8,17,282,358.0,email,mien_bac,0
61,21.9,1,169,494.0,goi_dien,mien_nam,0
38,41.6,12,284,836.0,sms,mien_trung,0
57,49.3,6,325,849.0,quang_cao,mien_trung,0
64,33.6,4,189,837.0,goi_dien,mien_nam,1
45,55.8,1,228,406.0,quang_cao,mien_nam,0
51,44.6,3,238,378.0,email,mien_trung,0
64,32.6,6,331,616.0,quang_cao,mien_trung,0
48,23.2,16,25,572.0,quang_cao,mien_bac,1
56,19.6,6,255,560.0,sms,mien_trung,0
40,6.6,0,57,574.0,sms,mien_trung,0
35,29.6,12,231,304.0,goi_dien,mien_trung,0
50,30.9,0,5,804.0,goi_dien,mien_nam,1
26,47.8,6,194,412.0,quang_cao,mien_bac,0
31,13.9,18,164,415.0,goi_dien,mien_bac,1
23,27.4,14,48,735.0,email,mien_trung,1
37,4.7,12,169,505.0,quang_cao,mien_trung,0
65,59.6,0,330,617.0,goi_dien,mien_nam,0
51,54.4,7,40,469.0,goi_dien,mien_trung,1
57,22.3,12,236,582.0,sms,mien_bac,0
27,26.4,7,15,670.0,quang_cao,mien_nam,1
37,12.4,14,53,844.0,quang_cao,mien_bac,1
53,14.6,17,68,432.0,email,mien_nam,1
41,48.9,4,285,598.0,email,mien_trung,0
53,11.7,2,47,756.0,sms,mien_nam,0
29,40.9,7,106,465.0,goi_dien,mien_trung,1
26,15.2,10,277,505.0,quang_cao,mien_nam,0
58,47.8,15,237,787.0,quang_cao,mien_trung,1
61,8.6,16,283,320.0,goi_dien,mien_bac,0
40,16.6,5,137,458.0,goi_dien,mien_bac,0
61,49.0,8,304,313.0,goi_dien,mien_nam,0
51,28.1,2,226,773.0,email,mien_trung,0
27,28.4,4,246,436.0,email,mien_nam,0
21,54.3,1,350,479.0,goi_dien,mien_nam,0
66,42.3,2,65,750.0,quang_cao,mien_bac,0
39,54.2,4,289,681.0,quang_cao,mien_nam,0
41,18.3,2,261,831.0,quang_cao,mien_trung,0
61,5.6,20,273,318.0,email,mien_nam,0
68,49.2,11,92,596.0,quang_cao,mien_bac,1
31,52.6,15,328,392.0,quang_cao,mien_bac,0
21,10.2,6,11,808.0,goi_dien,mien_nam,1
41,33.7,5,90,659.0,goi_dien,mien_nam,1
19,43.7,10,244,601.0,email,mien_bac,0
48,19.5,10,154,670.0,quang_cao,mien_trung,0
70,58.0,9,300,448.0,goi_dien,mien_nam,0
21,47.4,15,177,465.0,goi_dien,mien_trung,1
18,28.7,10,194,488.0,sms,mien_trung,0
62,31.6,7,319,754.0,quang_cao,mien_nam,0
21,20.4,16,324,710.0,quang_cao,mien_bac,0
23,38.7,8,279,445.0,email,mien_trung,0
24,47.4,2,265,327.0,quang_cao,mien_trung,0
54,18.3,18,152,842.0,email,mien_trung,1
64,16.5,8,30,832.0,email,mien_nam,1
38,12.7,12,64,383.0,quang_cao,mien_nam,1
35,40.2,6,339,701.0,sms,mien_nam,0
58,49.3,2,341,564.0,email,mien_trung,0
51,13.8,0,281,460.0,quang_cao,mien_trung,0
68,20.4,8,262,455.0,sms,mien_bac,0
24,5.4,10,73,834.0,sms,mien_nam,1
43,21.4,9,75,700.0,goi_dien,mien_nam,1
64,22.6,17,27,460.0,quang_cao,mien_trung,1
54,14.6,3,245,332.0,email,mien_bac,0
32,31.0,14,269,635.0,email,mien_bac,1
19,20.3,3,95,311.0,quang_cao,mien_nam,0
27,35.0,2,160,390.0,sms,mien_bac,0
62,35.2,7,112,373.0,sms,mien_bac,0
46,50.5,8,220,454.0,quang_cao,mien_nam,0
22,54.4,10,289,819.0,email,mien_bac,1
30,44.2,7,52,844.0,quang_cao,mien_nam,1
36,52.4,16,53,775.0,quang_cao,mien_bac,1
61,23.9,2,186,559.0,sms,mien_nam,0
70,9.3,12,121,572.0,quang_cao,mien_bac,1
48,44.0,1,324,321.0,goi_dien,mien_nam,0
37,44.3,8,268,468.0,quang_cao,mien_bac,0
66,16.2,6,8,612.0,goi_dien,mien_nam,1
58,29.3,3,85,840.0,sms,mien_nam,1
56,34.2,2,58,657.0,sms,mien_bac,0
28,51.5,12,257,329.0,quang_cao,mien_nam,0
29,18.9,19,2,546.0,goi_dien,mien_nam,1
18,57.7,0,99,401.0,sms,mien_trung,0
50,23.2,10,107,790.0,goi_dien,mien_trung,1
45,52.3,19,79,833.0,sms,mien_nam,1
61,28.8,17,195,555.0,sms,mien_nam,1
69,37.7,9,320,459.0,sms,mien_nam,0
43,25.9,4,146,587.0,sms,mien_trung,0
22,38.9,17,197,567.0,goi_dien,mien_nam,1
46,15.0,20,212,609.0,email,mien_bac,1
48,43.0,12,247,631.0,goi_dien,mien_bac,1
41,18.1,13,28,686.0,sms,mien_nam,1
43,11.0,17,59,433.0,email,mien_bac,1
39,6.5,2,232,713.0,sms,mien_trung,0
19,23.8,8,7,445.0,sms,mien_bac,1
64,28.5,20,60,676.0,email,mien_nam,1
20,18.1,2,296,798.0,sms,mien_trung,0
59,58.9,3,335,708.0,sms,mien_nam,0
25,27.0,20,225,817.0,sms,mien_bac,1
26,13.5,16,200,597.0,email,mien_trung,1
48,43.7,4,135,703.0,email,mien_nam,1
61,40.7,1,240,534.0,quang_cao,mien_trung,0
35,57.3,12,70,417.0,sms,mien_bac,1
58,8.1,13,94,335.0,email,mien_bac,1
19,37.0,12,290,315.0,email,mien_bac,0
59,35.8,9,276,601.0,email,mien_bac,0
32,33.6,9,303,377.0,sms,mien_trung,0
47,39.8,0,168,842.0,goi_dien,mien_nam,0
,14.5,18,285,609.0,sms,mien_bac,1
42,30.8,5,127,762.0,sms,mien_trung,0
49,12.3,6,360,484.0,sms,mien_trung,0
36,52.5,2,108,614.0,sms,mien_nam,0
31,30.9,14,157,478.0,goi_dien,mien_nam,1
18,50.7,20,245,353.0,email,mien_bac,1
41,26.0,9,50,403.0,goi_dien,mien_bac,1
30,39.7,9,247,555.0,email,mien_bac,0
69,7.3,14,157,331.0,email,mien_nam,1
20,34.0,16,287,827.0,sms,mien_bac,1
65,47.3,9,139,687.0,quang_cao,mien_nam,1
60,43.9,9,70,658.0,sms,mien_nam,1
42,26.0,9,133,849.0,goi_dien,mien_nam,1
33,30.2,15,353,487.0,email,mien_bac,0
30,13.7,1,304,499.0,quang_cao,mien_bac,0
66,9.2,2,313,621.0,goi_dien,mien_trung,0
53,45.6,16,19,570.0,quang_cao,mien_bac,1
47,27.2,16,32,635.0,email,mien_trung,1
68,46.8,11,195,793.0,quang_cao,mien_trung,1
37,9.1,1,228,402.0,email,mien_trung,0
64,45.3,10,197,335.0,sms,mien_trung,0
70,23.6,3,245,687.0,quang_cao,mien_bac,0
37,51.0,12,356,746.0,email,mien_nam,0
64,7.2,1,212,331.0,email,mien_nam,0
26,42.0,17,255,725.0,sms,mien_bac,1
60,45.6,4,56,354.0,goi_dien,mien_bac,1
42,6.9,7,130,482.0,goi_dien,mien_trung,0
53,28.0,18,63,615.0,quang_cao,mien_trung,0
24,4.7,13,210,458.0,sms,mien_trung,0
63,9.6,16,206,592.0,quang_cao,mien_bac,1
48,47.0,4,281,468.0,quang_cao,mien_bac,0
55,,19,284,318.0,sms,mien_nam,0
34,11.1,10,178,781.0,email,mien_bac,1
56,16.7,12,152,739.0,sms,mien_nam,1
45,42.2,19,74,357.0,email,mien_nam,1
45,6.4,3,66,371.0,quang_cao,mien_bac,0
63,12.8,8,175,651.0,quang_cao,mien_nam,0
38,59.1,14,253,551.0,sms,mien_nam,1
41,35.8,10,353,622.0,quang_cao,mien_bac,0
53,19.1,18,364,341.0,sms,mien_nam,0
70,44.4,14,293,714.0,email,mien_bac,1
59,20.9,9,64,317.0,sms,mien_bac,0
25,55.5,11,99,829.0,sms,mien_trung,1
52,15.0,0,31,694.0,goi_dien,mien_trung,1
66,25.7,10,351,445.0,goi_dien,mien_bac,0
60,14.3,15,178,349.0,quang_cao,mien_trung,0
20,10.0,13,135,403.0,sms,mien_nam,1
57,33.1,12,351,733.0,goi_dien,mien_trung,0
49,31.6,9,221,837.0,quang_cao,mien_nam,0
21,40.3,18,83,788.0,quang_cao,mien_bac,1
49,4.4,14,54,318.0,goi_dien,mien_nam,1
55,31.6,16,342,599.0,quang_cao,mien_trung,0
26,27.5,8,324,783.0,quang_cao,mien_nam,0
68,14.9,6,284,356.0,goi_dien,mien_trung,0
44,40.4,15,228,812.0,sms,mien_bac,1
22,38.2,5,95,621.0,email,mien_trung,1
36,21.7,19,158,711.0,goi_dien,mien_trung,1
19,28.3,4,107,366.0,sms,mien_trung,0
31,18.0,16,280,745.0,goi_dien,mien_bac,1
30,25.5,13,239,816.0,email,mien_trung,1
55,55.6,8,208,435.0,email,mien_trung,0
26,52.1,5,103,844.0,sms,mien_nam,1
38,8.3,1,258,338.0,quang_cao,mien_nam,0
27,26.0,19,262,734.0,quang_cao,mien_nam,1
42,10.4,11,15,421.0,email,mien_trung,1
23,19.5,5,99,435.0,sms,mien_trung,0
24,9.5,20,334,454.0,goi_dien,mien_trung,0
47,20.0,1,21,325.0,sms,mien_trung,0
28,14.9,15,350,620.0,email,mien_bac,0
52,19.2,8,14,621.0,quang_cao,mien_nam,1
62,31.0,14,150,515.0,quang_cao,mien_bac,1
32,25.3,6,26,613.0,email,mien_trung,1
50,12.2,7,212,607.0,quang_cao,mien_nam,0
65,26.2,16,32,431.0,sms,mien_bac,1
59,21.0,11,273,473.0,email,mien_nam,0
57,57.7,9,127,389.0,quang_cao,mien_nam,0
33,,4,6,804.0,sms,mien_bac,1
57,14.4,16,265,683.0,sms,mien_nam,1
50,47.9,19,25,603.0,email,mien_bac,1
51,20.3,4,155,661.0,quang_cao,mien_bac,0
57,30.3,8,291,685.0,quang_cao,mien_nam,0
64,33.5,1,61,716.0,goi_dien,mien_trung,1
63,51.6,18,192,676.0,quang_cao,mien_nam,1
67,8.3,13,199,460.0,sms,mien_trung,0
34,21.3,5,209,551.0,goi_dien,mien_trung,0
47,40.4,17,236,505.0,email,mien_nam,1
40,42.8,18,18,466.0,email,mien_bac,1
55,26.7,9,215,343.0,quang_cao,mien_trung,0
43,34.2,10,322,425.0,email,mien_bac,0
46,45.2,14,174,451.0,sms,mien_bac,1
29,36.8,1,87,819.0,quang_cao,mien_trung,0
32,38.1,3,107,449.0,quang_cao,mien_nam,0
19,15.4,18,43,767.0,goi_dien,mien_bac,1
61,54.5,7,308,678.0,email,mien_nam,0
44,30.7,18,46,478.0,goi_dien,mien_nam,1
30,54.0,14,208,554.0,goi_dien,mien_trung,1
66,11.7,17,98,643.0,email,mien_trung,1
24,29.5,5,13,384.0,quang_cao,mien_nam,0
60,56.8,10,244,681.0,email,mien_bac,1
28,21.1,4,70,722.0,sms,mien_bac,1
22,24.2,18,38,439.0,quang_cao,mien_nam,1
67,16.0,18,243,457.0,sms,mien_trung,0
54,31.8,11,3,842.0,quang_cao,mien_trung,1
54,53.7,0,265,385.0,quang_cao,mien_bac,0
29,47.6,8,223,330.0,goi_dien,mien_nam,0
48,15.1,4,321,820.0,email,mien_bac,0
32,22.5,7,167,503.0,quang_cao,mien_trung,0
18,57.8,0,264,705.0,email,mien_nam,0
47,25.2,7,143,584.0,email,mien_trung,0
44,55.9,13,339,565.0,email,mien_trung,0
53,35.3,11,88,302.0,quang_cao,mien_bac,0
49,28.8,17,160,368.0,email,mien_trung,1
32,8.9,11,46,806.0,quang_cao,mien_bac,1
58,46.2,3,221,673.0,goi_dien,mien_bac,0
29,11.3,20,226,737.0,sms,mien_trung,1
44,37.4,4,157,612.0,email,mien_nam,0
67,24.3,19,72,309.0,quang_cao,mien_trung,1
46,46.8,14,157,560.0,sms,mien_nam,1
70,21.4,4,105,678.0,email,mien_trung,0
39,39.4,17,227,358.0,email,mien_trung,1
35,37.9,6,10,394.0,email,mien_nam,1
59,44.3,10,139,591.0,email,mien_nam,1
67,59.7,1,85,551.0,sms,mien_nam,0
,34.9,19,171,754.0,quang_cao,mien_nam,1
36,49.4,11,117,638.0,goi_dien,mien_nam,1
54,25.9,16,276,510.0,goi_dien,mien_nam,1
22,57.2,17,111,482.0,goi_dien,mien_trung,1
66,7.7,19,246,759.0,email,mien_nam,1
47,20.9,1,363,723.0,quang_cao,mien_trung,0
19,33.1,15,56,576.0,sms,mien_trung,1
25,24.8,11,62,699.0,goi_dien,mien_trung,1
48,35.7,9,228,592.0,email,mien_trung,0
60,54.2,14,76,579.0,email,mien_bac,1
44,41.8,12,60,639.0,goi_dien,mien_nam,1
62,21.9,18,251,589.0,email,mien_bac,1
24,55.5,11,56,523.0,quang_cao,mien_nam,1
36,40.2,7,328,525.0,quang_cao,mien_nam,0
31,30.4,1,71,843.0,sms,mien_trung,0
47,14.0,13,185,310.0,sms,mien_bac,0
69,15.7,1,142,611.0,sms,mien_trung,0
22,10.9,12,278,423.0,email,mien_trung,0
39,23.3,8,300,669.0,email,mien_nam,0
64,48.5,3,36,405.0,sms,mien_trung,0
58,5.0,20,305,441.0,quang_cao,mien_bac,0
55,35.1,8,320,674.0,quang_cao,mien_bac,0
61,45.2,0,177,751.0,sms,mien_trung,0
70,27.1,19,75,683.0,goi_dien,mien_bac,1
31,28.6,14,47,818.0,quang_cao,mien_bac,1
52,8.6,19,274,848.0,quang_cao,mien_trung,1
24,23.9,6,68,505.0,sms,mien_trung,0
21,10.9,0,252,391.0,goi_dien,mien_bac,0
66,40.9,11,318,362.0,sms,mien_nam,0
69,22.1,13,181,316.0,sms,mien_trung,0
60,20.9,3,240,684.0,sms,mien_trung,0
43,6.4,8,293,597.0,email,mien_nam,0
37,19.0,8,311,331.0,sms,mien_trung,0
31,25.1,8,171,405.0,quang_cao,mien_bac,0
38,35.3,9,107,610.0,sms,mien_bac,1
70,21.7,5,331,784.0,email,mien_nam,0
22,31.2,7,30,743.0,quang_cao,mien_nam,1
32,41.2,3,43,733.0,quang_cao,mien_bac,1
46,6.3,8,355,461.0,sms,mien_trung,0
37,57.9,7,149,348.0,quang_cao,mien_nam,0
64,21.6,9,53,425.0,email,mien_trung,1
22,7.8,15,205,336.0,sms,mien_trung,0
53,12.4,13,212,564.0,quang_cao,mien_bac,0
54,4.4,6,347,757.0,goi_dien,mien_trung,0
69,55.6,0,350,367.0,quang_cao,mien_bac,0
44,26.6,11,314,541.0,quang_cao,mien_nam,0
32,4.3,15,36,518.0,quang_cao,mien_trung,1
50,51.4,8,246,430.0,quang_cao,mien_nam,0
33,9.6,20,255,540.0,quang_cao,mien_trung,1
56,7.1,12,66,303.0,email,mien_trung,1
56,39.1,7,149,305.0,sms,mien_bac,0
49,23.9,4,175,508.0,email,mien_nam,0
60,53.1,16,82,555.0,email,mien_bac,1
40,41.1,7,185,435.0,email,mien_bac,0
27,46.5,18,88,492.0,goi_dien,mien_nam,1
49,12.2,0,162,554.0,sms,mien_bac,0
32,27.1,1,29,399.0,goi_dien,mien_trung,0
51,22.7,16,167,454.0,goi_dien,mien_bac,1
28,19.5,19,270,664.0,quang_cao,mien_bac,1
32,36.5,2,134,466.0,sms,mien_bac,0
32,35.6,0,31,557.0,quang_cao,mien_nam,0
47,18.8,4,170,571.0,quang_cao,mien_nam,0
56,5.5,7,134,400.0,email,mien_nam,0
27,57.4,20,295,404.0,quang_cao,mien_bac,1
43,13.2,15,295,498.0,quang_cao,mien_bac,0
35,31.6,4,37,581.0,quang_cao,mien_bac,0
50,21.7,14,346,481.0,quang_cao,mien_trung,0
18,19.3,11,174,835.0,goi_dien,mien_trung,1
57,51.8,20,254,400.0,quang_cao,mien_bac,1
32,29.4,16,143,779.0,quang_cao,mien_nam,1
45,12.9,14,258,705.0,goi_dien,mien_nam,1
37,23.0,5,289,625.0,quang_cao,mien_bac,0
47,32.1,8,285,829.0,email,mien_bac,0
52,30.7,18,261,315.0,sms,mien_bac,0
34,58.7,13,146,330.0,sms,mien_nam,1
36,48.1,17,223,662.0,email,mien_trung,1
39,49.5,0,323,758.0,quang_cao,mien_nam,0
53,6.5,0,183,508.0,quang_cao,mien_nam,0
46,50.9,16,290,532.0,email,mien_bac,1
21,48.6,4,128,719.0,quang_cao,mien_bac,0
60,25.9,1,362,624.0,quang_cao,mien_nam,0
66,43.6,6,310,620.0,email,mien_nam,0
27,50.4,2,57,833.0,sms,mien_nam,1
33,45.8,9,98,449.0,sms,mien_bac,1
63,52.2,2,225,721.0,quang_cao,mien_bac,0
70,56.5,4,17,541.0,sms,mien_nam,1
19,52.2,2,50,527.0,quang_cao,mien_nam,0
38,59.3,0,22,323.0,quang_cao,mien_bac,0
36,34.2,17,312,703.0,quang_cao,mien_nam,1
64,40.1,13,178,610.0,goi_dien,mien_nam,1
42,58.7,0,189,771.0,sms,mien_nam,0
56,31.7,18,66,474.0,email,mien_bac,1
56,21.8,5,290,490.0,quang_cao,mien_trung,0
22,7.2,12,33,417.0,sms,mien_nam,1
60,50.4,7,12,441.0,email,mien_trung,1
37,21.9,12,321,807.0,email,mien_trung,0
,45.6,12,22,306.0,goi_dien,mien_bac,1
69,15.6,20,244,447.0,email,mien_trung,1
42,15.7,1,99,450.0,sms,mien_nam,0
26,48.9,12,87,645.0,quang_cao,mien_trung,1
54,36.2,12,362,365.0,email,mien_trung,0
70,51.4,8,253,339.0,quang_cao,mien_bac,0
63,10.3,8,10,645.0,quang_cao,mien_bac,1
35,11.8,20,281,843.0,goi_dien,mien_trung,1
56,6.0,4,92,614.0,quang_cao,mien_bac,0
70,4.2,7,93,608.0,goi_dien,mien_bac,1
46,47.9,6,81,771.0,goi_dien,mien_bac,1
56,26.6,17,202,773.0,sms,mien_bac,1
48,33.7,0,165,847.0,sms,mien_bac,0
27,21.8,16,62,601.0,quang_cao,mien_trung,1
38,47.3,12,300,301.0,sms,mien_trung,0
23,15.7,19,100,454.0,quang_cao,mien_nam,1
48,54.6,20,300,848.0,email,mien_bac,1
63,48.2,5,75,693.0,email,mien_nam,1
26,21.0,15,105,484.0,sms,mien_trung,1
28,15.1,6,130,729.0,goi_dien,mien_nam,1
20,36.0,9,168,360.0,quang_cao,mien_bac,0
24,11.6,11,348,437.0,email,mien_bac,0
18,45.7,1,326,642.0,email,mien_bac,0
59,20.7,1,39,384.0,goi_dien,mien_trung,0
29,36.0,4,134,306.0,goi_dien,mien_nam,0
25,30.2,0,230,398.0,quang_cao,,0
48,36.8,8,332,447.0,email,mien_bac,0
69,58.2,3,337,775.0,goi_dien,mien_trung,0
25,39.6,13,296,850.0,email,mien_trung,1
21,19.8,10,288,409.0,sms,mien_bac,0
32,33.0,13,12,730.0,sms,mien_trung,1
65,54.0,0,97,533.0,quang_cao,mien_bac,0
47,8.5,2,285,315.0,goi_dien,mien_bac,0
70,57.5,12,177,820.0,email,mien_trung,1
55,34.6,4,26,688.0,quang_cao,mien_nam,1
51,48.9,19,309,536.0,email,mien_nam,1
56,7.7,12,240,512.0,goi_dien,mien_nam,0
66,54.3,1,95,550.0,goi_dien,mien_nam,0
49,39.2,0,267,395.0,goi_dien,mien_nam,0
51,52.1,16,347,409.0,sms,mien_trung,0
67,6.8,6,232,555.0,quang_cao,mien_trung,0
62,10.1,16,152,655.0,goi_dien,mien_trung,1
48,56.6,4,91,710.0,quang_cao,mien_trung,0
69,33.6,14,33,582.0,sms,mien_bac,1
54,52.3,2,189,495.0,sms,mien_nam,0
44,22.5,7,112,648.0,quang_cao,mien_trung,1
28,34.6,2,337,439.0,sms,mien_nam,0
36,32.4,12,75,784.0,quang_cao,mien_nam,1
46,39.8,4,47,771.0,sms,mien_nam,1
21,6.8,3,346,412.0,goi_dien,mien_bac,0
51,9.4,15,298,510.0,goi_dien,mien_nam,0
49,58.1,10,61,676.0,goi_dien,mien_trung,1
34,4.3,3,58,780.0,sms,mien_nam,1
70,45.3,12,289,646.0,goi_dien,mien_nam,1
35,18.2,6,148,388.0,email,mien_trung,0
55,31.9,2,197,708.0,goi_dien,mien_trung,0
27,48.9,0,333,312.0,email,mien_bac,0
55,53.8,5,92,583.0,quang_cao,mien_nam,0
30,36.0,7,270,780.0,quang_cao,mien_nam,0
40,19.6,15,96,519.0,quang_cao,mien_nam,1
44,21.3,18,54,312.0,quang_cao,mien_bac,1
19,39.0,15,244,806.0,quang_cao,mien_bac,1
27,18.5,18,342,678.0,goi_dien,mien_bac,1
62,38.8,15,282,535.0,sms,mien_trung,0
50,24.2,13,353,619.0,sms,mien_trung,1
42,15.2,17,,836.0,goi_dien,mien_trung,1
44,41.3,14,334,599.0,email,mien_bac,0
52,31.4,0,214,698.0,quang_cao,mien_trung,0
44,25.9,13,123,302.0,sms,mien_bac,1
25,40.2,18,98,474.0,goi_dien,mien_nam,1
31,31.3,19,344,805.0,sms,mien_nam,1
34,26.0,5,249,548.0,goi_dien,mien_bac,0
55,40.4,15,351,838.0,goi_dien,mien_bac,1
34,17.1,6,38,634.0,goi_dien,mien_nam,1
29,16.6,15,20,755.0,goi_dien,mien_bac,1
43,55.4,15,,501.0,email,mien_trung,0
28,23.1,0,297,803.0,quang_cao,mien_trung,0
69,42.5,1,96,443.0,email,mien_trung,0
19,12.2,3,30,484.0,email,mien_bac,0
58,59.9,11,243,507.0,quang_cao,mien_nam,0
19,20.1,5,197,568.0,quang_cao,mien_bac,0
27,8.2,3,241,835.0,goi_dien,mien_nam,0
35,22.9,1,275,758.0,sms,mien_trung,0
51,50.5,7,201,373.0,sms,mien_trung,0
56,12.2,14,307,706.0,quang_cao,mien_trung,0
65,39.1,0,69,372.0,sms,mien_bac,0
43,32.1,2,228,563.0,email,mien_nam,0
62,26.9,4,148,733.0,email,mien_bac,0
53,8.8,1,63,787.0,quang_cao,mien_bac,0
55,38.2,19,27,638.0,email,mien_nam,1
52,49.6,15,339,766.0,goi_dien,mien_bac,1
58,54.8,20,20,847.0,sms,mien_trung,1
35,53.8,10,136,793.0,email,mien_nam,1
31,55.2,20,354,641.0,goi_dien,mien_trung,0
62,15.5,17,61,704.0,goi_dien,mien_bac,1
60,39.6,3,189,613.0,goi_dien,mien_trung,0
48,11.0,18,182,442.0,email,mien_nam,1
18,34.4,4,194,361.0,sms,mien_trung,0
67,48.1,13,108,304.0,sms,mien_bac,1
56,40.1,7,342,584.0,quang_cao,mien_nam,0
58,37.6,16,338,727.0,email,mien_bac,1
43,34.7,9,171,445.0,sms,mien_trung,0
28,44.0,0,204,493.0,goi_dien,mien_trung,0
57,20.7,2,206,808.0,quang_cao,mien_nam,0
56,41.9,11,156,655.0,email,mien_trung,1
27,24.9,1,78,661.0,sms,mien_nam,0
49,37.5,12,106,764.0,goi_dien,mien_bac,1
24,47.9,20,164,578.0,goi_dien,mien_bac,0
32,5.1,3,32,609.0,email,mien_nam,0
58,13.7,8,364,377.0,quang_cao,mien_bac,0
19,19.8,19,296,847.0,goi_dien,mien_trung,1
69,22.8,14,76,,email,mien_trung,1
65,32.0,5,296,560.0,goi_dien,mien_bac,0
52,53.7,5,323,533.0,goi_dien,mien_bac,0
54,7.7,3,245,557.0,sms,mien_nam,0
66,58.2,5,250,634.0,sms,mien_nam,0
19,16.4,4,236,354.0,email,mien_trung,0
62,58.2,9,211,727.0,quang_cao,mien_nam,1
23,53.8,8,263,515.0,sms,mien_nam,0
26,34.6,17,242,339.0,quang_cao,mien_bac,0
59,59.8,0,287,496.0,quang_cao,mien_nam,0
21,24.5,15,43,629.0,quang_cao,mien_bac,1
59,59.8,1,270,662.0,email,mien_trung,0
29,37.1,16,64,603.0,goi_dien,mien_bac,1
34,32.3,4,10,582.0,sms,mien_bac,1
36,50.9,2,290,746.0,goi_dien,mien_nam,0
28,15.3,0,231,573.0,quang_cao,mien_nam,0
51,23.0,12,352,579.0,email,mien_bac,0
24,39.0,11,85,768.0,email,mien_nam,1
19,55.2,17,189,449.0,email,mien_nam,1
46,30.3,18,98,830.0,goi_dien,mien_nam,0
47,12.7,1,132,357.0,sms,mien_bac,0
42,22.6,15,276,405.0,goi_dien,mien_bac,0
68,43.7,3,105,611.0,goi_dien,mien_trung,0
31,29.0,9,225,735.0,goi_dien,mien_bac,1
34,7.6,17,213,304.0,goi_dien,mien_bac,1
22,47.8,9,330,470.0,email,mien_bac,0
48,42.8,19,64,471.0,quang_cao,mien_trung,1
18,14.6,8,82,357.0,email,mien_trung,0
38,8.1,9,296,301.0,email,mien_nam,0
47,47.9,18,85,322.0,goi_dien,mien_nam,1
21,21.7,16,252,845.0,goi_dien,mien_bac,1
54,57.4,17,58,453.0,goi_dien,mien_bac,1
65,9.9,6,182,517.0,goi_dien,mien_trung,0
35,34.2,5,193,572.0,goi_dien,mien_bac,0
23,15.8,19,54,488.0,goi_dien,mien_trung,0
33,43.4,3,25,569.0,email,mien_bac,1
18,40.8,14,283,796.0,sms,mien_trung,1
60,19.9,11,304,673.0,quang_cao,mien_nam,0
57,15.2,3,55,820.0,goi_dien,mien_nam,1
58,25.9,8,173,466.0,goi_dien,mien_bac,0
34,26.2,3,334,468.0,quang_cao,mien_trung,0
37,43.5,12,208,732.0,goi_dien,mien_trung,1
63,44.8,5,310,510.0,sms,mien_bac,0
22,35.2,2,240,802.0,goi_dien,mien_bac,0
66,25.1,16,358,333.0,quang_cao,mien_nam,0
37,5.2,6,94,474.0,sms,mien_nam,0
62,21.3,1,146,682.0,goi_dien,mien_trung,0
33,52.5,16,198,341.0,email,mien_trung,1
45,56.2,20,92,380.0,quang_cao,mien_bac,1
50,16.9,,351,359.0,sms,mien_nam,0
36,53.1,3,59,681.0,goi_dien,mien_bac,0
20,25.6,2,85,485.0,quang_cao,mien_trung,0
61,11.2,12,98,345.0,sms,mien_nam,1
28,28.4,19,352,318.0,sms,mien_trung,0
46,32.4,4,106,607.0,goi_dien,mien_bac,1
44,23.0,8,2,378.0,sms,mien_nam,1
41,9.4,3,216,357.0,email,mien_nam,0
68,39.6,13,100,832.0,quang_cao,mien_trung,1
36,48.6,2,292,757.0,sms,mien_nam,1
62,10.7,16,89,371.0,sms,mien_bac,1
26,11.7,19,127,551.0,sms,mien_trung,1
61,39.3,0,248,749.0,sms,mien_trung,0
45,36.6,2,49,829.0,quang_cao,mien_trung,1
59,31.1,16,330,802.0,quang_cao,mien_bac,0
20,41.5,8,153,416.0,goi_dien,mien_trung,0
40,56.4,10,353,513.0,goi_dien,mien_trung,1
19,59.7,13,171,517.0,quang_cao,mien_bac,1
37,8.9,0,272,663.0,sms,mien_bac,0
67,50.2,7,299,317.0,sms,mien_bac,0
60,46.8,1,168,576.0,goi_dien,mien_trung,0
49,16.7,6,270,579.0,quang_cao,mien_bac,0
47,25.8,2,350,324.0,quang_cao,mien_bac,0
62,53.9,11,183,342.0,sms,mien_nam,0
28,9.2,14,117,777.0,email,,1
34,22.2,2,171,591.0,quang_cao,mien_bac,0
67,15.1,1,329,545.0,goi_dien,mien_nam,0
34,9.7,20,215,477.0,quang_cao,mien_bac,1
53,23.5,20,274,825.0,goi_dien,mien_bac,1
66,8.1,4,154,633.0,goi_dien,mien_nam,0
52,14.0,19,195,469.0,quang_cao,mien_trung,0
